0.204 16067 -30 0
0.524 16067 -30 -0
0.735 16067 -30 -0
0.995 16067 -30 -0
0.995 16067 -30 -0
1.233 16067 -30 -0
1.499 16067 -30 -0
1.763 16067 -30 -0
1.763 16067 -30 -0
2.025 16067 -30 -0
2.276 16067 -30 -0
2.533 16067 -30 -0
2.533 16067 -30 -0
2.834 16138 -30 -0.026226
3.084 16265 -30 -0.038963
3.3 16393 -30 -0.033929
3.548 16522 -30 -0.03926
3.548 16522 -30 -0
3.804 16650 -30 -0.040212
4.094 16779 -30 -0.045909
4.372 16907 -30 -0.043668
4.581 17036 -30 -0.033086
4.581 17036 -30 -0
4.881 17164 -30 -0.047124
5.089 17293 -30 -0.032928
5.089 17293 -30 -0
5.404 17421 -30 -0.04948
5.617 17550 -30 -0.033719
5.866 17678 -30 -0.039113
6.155 17807 -30 -0.045751
6.393 17935 -30 -0.037385
6.393 17935 -30 -0
6.675 18064 -30 -0.044643
6.932 18192 -30 -0.040369
7.148 18321 -30 -0.034194
7.148 18321 -30 -0
7.446 18449 -30 -0.04681
7.669 18578 -30 -0.035302
7.959 18706 -30 -0.045553
8.174 18835 -30 -0.034036
8.174 18835 -30 -0
8.432 18963 -30 -0.040527
8.727 19092 -30 -0.046701
8.942 19220 -30 -0.033772
8.942 19220 -30 -0
9.244 19349 -30 -0.047809
9.466 19477 -30 -0.034872
9.728 19606 -30 -0.041476
9.995 19736 -30 -0.042596
9.995 19736 -30 -0
10.234 19865 -30 -0.037835
10.522 19993 -30 -0.045239
10.78 20122 -30 -0.040843
10.78 20122 -30 -0
11.017 20250 -30 -0.037228
11.266 20379 -30 -0.039418
11.531 20507 -30 -0.041626
11.531 20507 -30 -0
11.802 20636 -30 -0.042901
12.074 20764 -30 -0.042726
12.302 20896 -30 -0.036933
12.564 21045 -30 -0.047907
12.564 21045 -30 -0
12.806 21195 -30 -0.044547
13.089 21345 -30 -0.052094
13.351 21494 -30 -0.047907
13.584 21643 -30 -0.042604
13.584 21643 -30 -0
13.846 21792 -30 -0.047907
14.08 21943 -30 -0.043361
14.351 22091 -30 -0.04922
14.598 22240 -30 -0.045164
14.598 22240 -30 -0
14.862 22410 -30 -0.055076
15.132 22580 -30 -0.056328
15.385 22745 -30 -0.051229
15.385 22745 -30 -0
