0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0.0148358 8.01132e-05 0.00539994
0.0331411 0.00030094 0.0120629
0.0469126 0.000536126 0.0170761
0.0652061 0.000970424 0.0237361
0.0652061 0.000970424 0.0237361
0.084544 0.00156579 0.0307779
0.109545 0.00256351 0.0398851
0.132334 0.00366253 0.0481892
0.145312 0.00434995 0.0529193
0.145312 0.00434995 0.0529193
0.171829 0.00601182 0.0625898
0.184672 0.00687712 0.0672748
0.184672 0.00687712 0.0672748
0.213876 0.00915776 0.0779363
0.227327 0.0102748 0.0828491
0.245558 0.011911 0.0895111
0.270286 0.014356 0.0985554
0.286917 0.0161027 0.104642
0.286917 0.0161027 0.104642
0.310425 0.0187765 0.113253
0.329783 0.0211175 0.12035
0.343555 0.0228536 0.125402
0.343555 0.0228536 0.125402
0.369532 0.0263806 0.134944
0.384182 0.02845 0.140329
0.408733 0.0321446 0.149366
0.422323 0.0342593 0.154371
0.422323 0.0342593 0.154371
0.441717 0.0374195 0.161523
0.467232 0.0418241 0.170947
0.480667 0.0442123 0.175914
0.480667 0.0442123 0.175914
0.507335 0.0492247 0.18579
0.52162 0.051988 0.191086
0.541642 0.0560158 0.198519
0.562563 0.0603941 0.206299
0.562563 0.0603941 0.206299
0.579175 0.063978 0.212484
0.603064 0.069355 0.221397
0.622352 0.073843 0.228605
0.622352 0.073843 0.228605
0.63848 0.0776981 0.23464
0.656392 0.0821072 0.241354
0.676484 0.0872141 0.248899
0.676484 0.0872141 0.248899
0.697617 0.0927648 0.256852
0.718697 0.098481 0.264802
0.734952 0.102889 0.264802
0.75918 0.109459 0.264802
0.75918 0.109459 0.264802
0.779989 0.115102 0.264802
0.808447 0.122818 0.264802
0.832675 0.129388 0.264802
0.851836 0.134584 0.264802
0.851836 0.134584 0.264802
0.876065 0.141154 0.264802
0.882797 0.142843 0.245732
0.8917 0.14484 0.220664
0.899179 0.146354 0.199698
0.899179 0.146354 0.199698
0.908977 0.148059 0.172372
0.919273 0.14955 0.14379
0.928076 0.150607 0.119431
0.928076 0.150607 0.119431
