0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0.0143086 -9.54736e-05 -0.00667236
0.0319629 -0.000358642 -0.0149056
0.0452441 -0.000638918 -0.0211001
0.062885 -0.00115647 -0.0293298
0.062885 -0.00115647 -0.0293298
0.0815313 -0.00186595 -0.0380309
0.105634 -0.00305481 -0.0492841
0.1276 -0.00436431 -0.059545
0.140108 -0.00518333 -0.0653898
0.140108 -0.00518333 -0.0653898
0.165656 -0.00716319 -0.0773391
0.178028 -0.00819401 -0.0831281
0.178028 -0.00819401 -0.0831281
0.206149 -0.0109105 -0.0963022
0.219099 -0.0122409 -0.102373
0.236645 -0.0141895 -0.110605
0.260433 -0.0171009 -0.12178
0.276427 -0.0191805 -0.129301
0.276427 -0.0191805 -0.129301
0.299023 -0.0223634 -0.139942
0.317621 -0.0251498 -0.148711
0.330849 -0.027216 -0.154954
0.330849 -0.027216 -0.154954
0.355783 -0.0314126 -0.166744
0.369839 -0.0338745 -0.173398
0.393377 -0.0382689 -0.184564
0.406401 -0.0407838 -0.19075
0.406401 -0.0407838 -0.19075
0.424977 -0.0445414 -0.199587
0.449394 -0.0497771 -0.211232
0.462246 -0.0526155 -0.217369
0.462246 -0.0526155 -0.217369
0.48773 -0.058571 -0.229573
0.501373 -0.0618535 -0.236116
0.520481 -0.066637 -0.245301
0.540429 -0.0718353 -0.254914
0.540429 -0.0718353 -0.254914
0.556258 -0.0760896 -0.262557
0.578996 -0.08247 -0.27357
0.59734 -0.087794 -0.282476
0.59734 -0.087794 -0.282476
0.612665 -0.0923661 -0.289934
0.629671 -0.0975936 -0.29823
0.648728 -0.103647 -0.307554
0.648728 -0.103647 -0.307554
0.668749 -0.110223 -0.317381
0.688696 -0.116994 -0.327204
0.703115 -0.122002 -0.334321
0.724526 -0.129695 -0.34493
0.724526 -0.129695 -0.34493
0.742855 -0.136469 -0.354042
0.767803 -0.146046 -0.366503
0.788955 -0.154423 -0.377112
0.805628 -0.161189 -0.385503
0.805628 -0.161189 -0.385503
0.826618 -0.169968 -0.396112
0.843524 -0.177209 -0.404688
