0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.013673,-0.00010793,-0.0078941
0.030541,-0.00040545,-0.017635
0.043231,-0.00072229,-0.024964
0.060085,-0.0013074,-0.0347
0.060085,-0.0013074,-0.0347
0.077897,-0.0021094,-0.044994
0.10092,-0.0034532,-0.058308
0.12189,-0.0049332,-0.070448
0.13383,-0.0058589,-0.077363
0.13383,-0.0058589,-0.077363
0.15822,-0.0080963,-0.0915
0.17002,-0.0092611,-0.098349
0.17002,-0.0092611,-0.098349
0.19684,-0.01233,-0.11394
0.20919,-0.013833,-0.12112
0.22592,-0.016034,-0.13086
0.24858,-0.019322,-0.14408
0.26381,-0.021671,-0.15298
0.26381,-0.021671,-0.15298
0.28532,-0.025265,-0.16557
0.30301,-0.02841,-0.17594
0.31559,-0.030742,-0.18333
0.31559,-0.030742,-0.18333
0.33928,-0.035478,-0.19728
0.35263,-0.038255,-0.20515
0.37497,-0.043212,-0.21836
0.38732,-0.046048,-0.22568
0.38732,-0.046048,-0.22568
0.40493,-0.050285,-0.23613
0.42805,-0.056186,-0.24991
0.44021,-0.059385,-0.25717
0.44021,-0.059385,-0.25717
0.46431,-0.066094,-0.27161
0.47719,-0.069791,-0.27935
0.49523,-0.075177,-0.29022
0.51404,-0.081028,-0.30159
0.51404,-0.081028,-0.30159
0.52895,-0.085816,-0.31063
0.55035,-0.092993,-0.32366
0.56759,-0.09898,-0.3342
0.56759,-0.09898,-0.3342
0.58198,-0.10412,-0.34302
0.59793,-0.10999,-0.35284
0.61579,-0.11679,-0.36387
0.61579,-0.11679,-0.36387
0.63452,-0.12418,-0.37549
0.65316,-0.13178,-0.38711
0.66662,-0.1374,-0.39554
0.68658,-0.14603,-0.40809
0.68658,-0.14603,-0.40809
0.70363,-0.15362,-0.41887
0.7268,-0.16435,-0.43361
0.74642,-0.17373,-0.44616
0.76185,-0.1813,-0.45609
0.76185,-0.1813,-0.45609
0.78125,-0.19112,-0.46864
0.79685,-0.19922,-0.47879
0.81721,-0.21013,-0.49213
0.83413,-0.21945,-0.50328
0.83413,-0.21945,-0.50328
