0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.015788,0,0
0.03527,0,0
0.049927,0,0
0.0694,0,0
0.0694,0,0
0.089989,0,0
0.11662,0,0
0.1409,0,0
0.15473,0,0
0.15473,0,0
0.183,0,0
0.1967,0,0
0.1967,0,0
0.22787,0,0
0.24223,0,0
0.26171,0,0
0.28816,0,0
0.30595,0,0
0.30595,0,0
0.33113,0,0
0.35188,0,0
0.36665,0,0
0.36665,0,0
0.39455,0,0
0.4103,0,0
0.43672,0,0
0.45135,0,0
0.45135,0,0
0.47226,0,0
0.49982,0,0
0.51434,0,0
0.51434,0,0
0.54322,0,0
0.5587,0,0
0.58043,0,0
0.60318,0,0
0.60318,0,0
0.62126,0,0
0.64732,0,0
0.6684,0,0
0.6684,0,0
0.68604,0,0
0.70567,0,0
0.72773,0,0
0.72773,0,0
0.75099,0,0
0.77423,0,0
0.79107,0,0
0.81617,0,0
0.81617,0,0
0.83773,0,0
0.86722,0,0
0.89232,0,0
0.91218,0,0
0.91218,0,0
0.93728,0,0
0.95757,0,0
0.98425,0,0
1.0066,0,0
1.0066,0,0
1.0356,0,0
1.0661,0,0
1.092,0,0
1.092,0,0
1.1144,0,0
1.1468,0,0
1.1633,0,0
1.1633,0,0
1.1916,0,0
1.2114,0,0
1.2383,0,0
1.2671,0,0
1.2671,0,0
1.2884,0,0
1.3166,0,0
1.3387,0,0
1.3387,0,0
1.3607,0,0
1.3808,0,0
1.4016,0,0
1.4233,0,0
1.4233,0,0
1.4414,0,0
1.4615,0,0
1.4844,0,0
1.504,0,0
1.504,0,0
1.5339,0,0
1.5481,0,0
1.5681,0,0
1.5681,0,0
1.5908,0,0
1.6137,0,0
1.635,0,0
1.6517,0,0
1.6517,0,0
1.6731,0,0
1.6963,0,0
1.7267,0,0
1.7267,0,0
1.7542,0,0
1.7789,0,0
1.8024,0,0
1.8024,0,0
1.8319,0,0
1.8518,0,0
1.8744,0,0
1.8983,0,0
1.8983,0,0
1.9318,0,0
1.9481,0,0
1.9704,0,0
1.9704,0,0
2.0051,0,0
2.0225,0,0
2.0473,0,0
2.0666,0,0
2.0666,0,0
2.0886,0,0
2.1126,0,0
2.1298,0,0
2.1298,0,0
2.1581,0,0
2.1731,0,0
2.2005,0,0
2.2005,0,0
2.2235,0,0
2.2371,0,0
2.2643,0,0
2.2785,0,0
2.3022,0,0
2.3022,0,0
2.3271,0,0
2.3433,0,0
2.3667,0,0
2.3667,0,0
2.385,0,0
2.4124,0,0
2.4439,0,0
2.4648,0,0
2.4648,0,0
2.4886,0,0
2.5142,0,0
2.5374,0,0
2.5374,0,0
2.5627,0,0
2.5856,0,0
2.6168,0,0
2.632,0,0
2.632,0,0
2.6537,0,0
2.6801,0,0
2.7021,0,0
2.7021,0,0
2.726,0,0
2.7425,0,0
2.7626,0,0
2.7876,0,0
2.7876,0,0
2.8055,0,0
2.8251,0,0
2.8491,0,0
2.8676,0,0
2.8676,0,0
2.8921,0,0
2.9198,0,0
2.9439,0,0
2.9439,0,0
2.9673,0,0
2.9907,0,0
3.0187,0,0
3.0187,0,0
3.0404,0,0
3.0681,0,0
3.0961,0,0
3.1185,0,0
3.1185,0,0
3.144,0,0
3.1664,0,0
3.1978,0,0
3.2125,0,0
3.2125,0,0
3.2359,0,0
3.2536,0,0
3.2764,0,0
3.2764,0,0
3.3,0,0
3.3167,0,0
3.3374,0,0
3.361,0,0
3.361,0,0
3.3794,0,0
3.413,0,0
3.4291,0,0
3.4291,0,0
3.4558,0,0
3.4786,0,0
3.5033,0,0
3.5033,0,0
3.5405,0,0
3.5589,0,0
3.5857,0,0
3.606,0,0
3.606,0,0
3.6276,0,0
3.6503,0,0
3.6726,0,0
3.6949,0,0
3.6949,0,0
3.7198,0,0
3.7448,0,0
3.7688,0,0
3.7688,0,0
3.7927,0,0
3.8281,0,0
3.8444,0,0
3.868,0,0
3.868,0,0
3.9012,0,0
3.9161,0,0
3.9471,0,0
3.9471,0,0
3.9667,0,0
3.9896,0,0
4.0137,0,0
4.0398,0,0
4.0398,0,0
4.0737,0,0
4.0945,0,0
4.1079,0,0
4.1079,0,0
4.1327,0,0
4.1487,0,0
4.1763,0,0
4.1914,0,0
4.1914,0,0
4.2177,0,0
4.2401,0,0
4.264,0,0
4.264,0,0
4.296,0,0
4.3111,0,0
4.3324,0,0
4.3535,0,0
4.3535,0,0
4.3732,0,0
4.4031,0,0
4.4171,0,0
4.4171,0,0
4.4396,0,0
4.463,0,0
4.4803,0,0
4.4803,0,0
4.5082,0,0
4.5295,0,0
4.5437,0,0
4.5716,0,0
4.5736,0,0
4.5736,0,0
4.5736,0,0
4.5736,0,0
4.5736,0,0
4.5736,0,0
4.5736,0,0
4.5736,0,0
