0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.012094,0.00012274,0.010148
0.027014,0.00046104,0.022671
0.038236,0.00082132,0.032093
0.053139,0.0014866,0.04461
0.053139,0.0014866,0.04461
0.068884,0.0023983,0.057844
0.089224,0.0039259,0.074959
0.10775,0.0056081,0.090566
0.11829,0.00666,0.099456
0.11829,0.00666,0.099456
0.1398,0.0092019,0.11763
0.15021,0.010525,0.12643
0.15021,0.010525,0.12643
0.17383,0.01401,0.14647
0.1847,0.015717,0.15571
0.19941,0.018215,0.16823
0.21932,0.021946,0.18522
0.23269,0.024609,0.19666
0.23269,0.024609,0.19666
0.25155,0.028684,0.21285
0.26704,0.032248,0.22618
0.27804,0.034891,0.23568
0.27804,0.034891,0.23568
0.29873,0.040253,0.25361
0.31037,0.043397,0.26373
0.32982,0.049004,0.28072
0.34056,0.052212,0.29012
0.34056,0.052212,0.29012
0.35585,0.057,0.30357
0.37588,0.063665,0.32128
0.3864,0.067277,0.33061
0.3864,0.067277,0.33061
0.40718,0.074845,0.34917
0.41829,0.079013,0.35912
0.43379,0.085082,0.37309
0.44992,0.091669,0.38772
0.44992,0.091669,0.38772
0.46269,0.097056,0.39934
0.48094,0.10512,0.41609
0.49562,0.11185,0.42964
0.49562,0.11185,0.42964
0.50785,0.11762,0.44098
0.52136,0.12421,0.4536
0.53645,0.13183,0.46778
0.53645,0.13183,0.46778
0.55223,0.1401,0.48272
0.56787,0.1486,0.49767
0.57914,0.15488,0.50849
0.59578,0.16451,0.52463
0.59578,0.16451,0.52463
0.60996,0.17298,0.53849
0.62913,0.18493,0.55744
0.64528,0.19536,0.57357
0.65795,0.20378,0.58634
0.65795,0.20378,0.58634
0.6738,0.21468,0.60247
0.68649,0.22365,0.61552
0.70297,0.23574,0.63266
0.71661,0.24604,0.64701
0.71661,0.24604,0.64701
0.73413,0.2598,0.6657
0.75217,0.27454,0.68525
0.76733,0.28736,0.70191
0.76733,0.28736,0.70191
0.78029,0.29865,0.71633
0.79868,0.31535,0.73718
0.80795,0.32394,0.74778
0.80795,0.32394,0.74778
